FOLIO;ID_FICTICIO;FECHA_TERMINO;DURACION;VER_1;VER_2;VER_3;EDU_1_1;EDU_1_2;EDU_1_4;EDU_1_5;EDU_2_1;EDU_2_3;EDU_2_4;EDU_2_5;EDU_2_6;EDU_2_8;EDU_2_9;EDU_2_10;EDU_2_11;EDU_6_1;EDU_6_2;EDU_7_1;EDU_7_2;EDU_8;EDU_10_1;EDU_10_4;EDU_10_5;EDU_11_1;EDU_11_3;EDU_11_3_10;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;ECR_1;ECR_4_1;ECR_4_2;ECR_4_3;ECR_4_4;ECR_4_5;ECR_4_6;ECR_4_7;ECR_5;EMP_1;EMP_2;EMP_3A_0;EMP_3A_1_1;EMP_3A_1_2;EMP_3A_2;EMP_3A_3;EMP_3A_4;EMP_3A_5;EMP_3A_8;EMP_3A_9;EMP_3A_32;EMP_3A_33;EMP_3A_34;EMP_3A_35;EMP_3A_44;EMP_3A_45;EMP_3A_46;EMP_3A_47_1;EMP_3A_47_2;EMP_3A_47_3;EMP_3A_47_4;EMP_3A_47_5;EMP_6_1;EMP_7_1;EMP_7_2;EMP_7_3;EMP_7_4;EMP_7_5;EMP_7_6;EMP_7_7;EMP_7_8;EMP_7_9;EMP_7_10;EMP_7_11;EMP_7_12;EMP_7_13;EMP_7_14;EMP_7_15;EMP_7_16;EMP_7_17;EMP_7_18;EMP_7_19;EMP_8_1;EMP_9_1;EMP_9_2;EMP_9_3;EMP_9_4;EMP_9_5;EMP_9_6;EMP_9_7;EMP_9_8;EMP_9_9;EMP_9_10;EMP_9_11;EMP_9_12;EMP_9_13;GEN_0;GEN_1;GEN_2_1;GEN_2_2_1;GEN_2_2_2;EMP_3B_1;EMP_3B_2;EMP_3B_3;EMP_3B_4;EMP_3B_5;EMP_3B_8;EMP_3B_9;EMP_3B_44;EMP_3B_45;EMP_3B_46;EMP_3B_47_1;EMP_3B_47_2;EMP_3B_47_3;EMP_3B_47_4;EMP_3B_47_5;EMP_3B_48;EMP_3C_0;EMP_3C_1;EMP_10A_1;EMP_10B_0;EMP_10B_1;EMP_10B_2;EMP_10B_4;EMP_10B_5;EMP_10B_8;EMP_10B_9;EMP_10B_44;EMP_10B_45;EMP_10B_46;EMP_11_1;EMP_11_2;EMP_11_3;EMP_11_4;EMP_11_5;EMP_11_6;EMP_11_7;EMP_11_8;EMP_11_9;EMP_11_10;EMP_11_11;GEN_5_1;GEN_5_1_0;GEN_3_1_1;GEN_3_1_2;GEN_3_1_3;GEN_3_1_4;GEN_3_1_5;GEN_3_1_6;GEN_3_1_7;GEN_3_1_8;MOB_1A_1;MOB_1B_1;MOB_1B_2;MOB_1B_3;MOB_1B_6_1;MOB_1B_6_2;MOB_1B_6_3;MOB_1B_6_4;MOB_1B_6_5;MOB_1B_6_6;MOB_1B_6_7;MOB_1B_6_8;MOB_1B_6_9;MOB_1C_1;MOB_1C_2;MOB_1C_3;MOB_1C_6_1;MOB_1C_6_2;MOB_1C_6_3;MOB_1C_6_4;MOB_1C_6_5;MOB_1C_6_6;MOB_1C_6_7;MOB_1C_6_8;MOB_1C_6_9;MOB_4A_1;MOB_4A_2;MOB_4A_3;MOB_4A_4;MOB_5_1;MOB_6;MOB_7_1;MOB_7_2;MOB_7_3;MOB_7_4;MOB_7_5;MOB_7_6;MOB_7_7;CAR_1_1;CAR_1_2;CAR_1_3;CAR_1_4;CAR_3_1;CAR_3_2;CAR_3_3;CAR_3_4;CAR_3_5;CAR_3_6;CAR_3_7;CAR_3_8;CAR_3_9;CAR_3_10;CAR_3_11;CAR_5_1;CAR_6_1;CAR_6_2;CAR_6_3;CAR_6_4;CAR_6_5;CAR_6_6;CAR_6_7;CAR_6_8;CAR_6_9;CAR_6_10;CAR_6_11;CAR_6_12;CAR_7_1;CAR_8_1;CAR_8_2;CAR_9_1;CAR_10_1;CAR_13_1;CAR_14_1;CAR_15_1;CAR_16_1_1;CAR_16_1_2;CAR_16_1_3;CAR_16_1_4;CAR_16_1_5;CAR_16_1_6;CAR_16_1_7;CAR_16_1_8;CAR_17_1_1;CAR_17_1_2;CAR_17_1_3;CAR_17_1_4;CAR_17_1_5;CAR_17_1_6;CAR_17_1_7;CAR_17_1_8;CAR_18_1_1;CAR_18_1_2;CAR_18_1_3;CAR_18_1_4;CAR_18_1_5;CAR_18_1_6;CAR_19_1_1;CAR_19_1_2;CAR_19_1_3;CAR_19_1_4;CAR_19_1_5;CAR_19_1_6;CVD_1_1;CVD_2_1;CVD_2_2;CVD_3_1_1;CVD_3_1_2;CVD_3_1_3;CVD_3_1_4;CVD_3_1_5;CVD_3_1_6;CVD_3_1_7;CVD_3_1_8;CVD_3_1_9;CVD_3_1_10;PER_1_1;PER_1_2;PER_2_1;PER_3_2;PER_4_1;PER_5A_1;PER_5A_2;PER_5A_3;PER_5B_1;PER_6_1;PER_7_1;PER_7_2;PER_7_3;PER_7_4;PER_8_1;PER_8_2;PER_8_3;PER_8_4;PER_8_5;FACT;IMP_DATOS;ÍNDCONOCIMIENTOSDOCTORADO;ÍNDCONOCIMIENTOSEMPLEO;ÍNDDOCTORADO;ÍNDEMPLEOSATISFACCIÓN;ConDocCategorica;ConEmpleoCategorica;AfirDocCategorica;SatEmpleoCategórica
343160996;12715;08-03-2023;0d 2h:22m;1;1;1;EIB;EIB;Chile;Valparaíso;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];1;(2000,2009];999;1;1;2002;Chile;1;8;;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;1;Ingeniería y tecnología;;Biotecnología industrial;;;;;3;1;5;1;1;1;2014;;Chile;Valparaíso;3;1;2;;1;;1;1;45;30;40;30;;;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;4;4;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;1;5;1;5;1;5;5;5;1;;2;2;2;2;2;2;2;2;1;999;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;Estados Unidos;1;2;2;1;1;1;2;1;2;2;2;;;;;;;;;;;;;2;2;2;2;2;2;1;2;1;2;2;;2;3;4;4;1;0;999;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;4;5;5;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;(1979,1989];Valparaíso;1;999;;;2;5;0;0;0;0;1;1;1;1;1;6.8;2;0.96;1;0.78;1;3;3;3;3
343173764;11018;08-03-2023;0d 0h:43m;1;1;1;UCHILE;Facultad de Derecho;Chile;Metropolitana;Administración de empresas y derecho;;;Derecho;;;;;;(2009,2020];1;(2009,2020];1;1;1;2009;Chile;1;8;;5;5;5;999;999;999;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;;;;;;;;1;6;1;1;1;2018;;Chile;Valparaíso;2;;2;;6;;4;1;44;;50;;50;;3;5;3;5;2;2;2;5;5;5;5;5;3;5;5;4;4;3;3;3;2;2;3;3;4;3;1;3;2;2;4;2;3;3;2;3;2;3;3;1;2;2013;Chile;Valparaíso;3;2;3;2;8;;100;;;;2;;;1;1;2015;2018;Chile;Metropolitana;1;;1;1;45;5;3;3;3;5;1;4;1;2;5;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;1;999;999;999;999;999;999;999;999;2;;;;2;1;1;1;1;2;2;2;2;2;2;2;;;;;;;;;;;;;15;3;100;2;5;;;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;2;3;4;2;2;2;2;1;2;2;1;2;2;3;2;3;3;2;2;2;999;(1979,1989];Valparaíso;1;Chile;;;2;1;0;1;999;999;2;1;2;1;1;8.4;2;0.84;0.78;0.62;0.67;3;3;2;2
343470135;4591;13-03-2023;0d 0h:19m;1;1;1;PUC;Facultad de Ciencias Biológicas;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2009,2020];1;1;1;2004;Chile;1;1;;5;1;5;1;2;2;5;3;5;5;5;3;5;3;5;5;3;3;1;2;;;;;;;;;1;9;1;1;1;2019;;Chile;Metropolitana;3;2;1;2;;;1;1;48;30;30;30;10;;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;4;4;3;1;4;3;4;3;4;4;4;3;4;1;5;2;1;1;1;2;2014;Chile;Metropolitana;1;;4;2;4;999;999;999;999;999;2;;;1;1;2017;2019;Chile;Metropolitana;5;;1;1;48;3;5;5;1;5;1;3;1;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;Estados Unidos;2;2;2;1;2;2;2;1;1;2;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;;8;3;5;4;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;2;3;3;2;2;2;1;1;2;3;1;1;2;3;2;1;1;2;1;1;1;(1979,1989];Biobio;1;Chile;;;1;2;1;999;999;999;1;1;1;1;1;6.8;2;0.71;1;0.64;0.87;3;3;2;3
343477267;15006;13-03-2023;0d 0h:55m;1;1;1;Universidad de Talca;Instituto de Matemática;Chile;Maule;Ciencias naturales, matemáticas y estadística;;;;Matemática y estadística;;;;;(2009,2020];1;(2009,2020];1;1;2;2012;Chile;1;1;;4;4;4;3;5;5;5;4;4;4;5;4;5;4;5;3;5;4;3;2;;;;;;;;;1;4;1;1;1;2018;;Chile;Maule;3;1;2;;1;;1;1;44;10;90;;;;3;3;3;4;1;5;5;5;5;5;5;4;4;5;4;5;5;2;3;1;2;4;4;4;4;4;3;2;3;3;4;4;3;4;2;4;1;3;1;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;2;4;1;5;1;5;5;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;2;2;2;1;;2;1;2;2;2;1;1;2;2;1;1;2;2;1;2;2;1;;1;1;;2;1;0;0;1;1;2;1;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;5;5;2;2;3;3;2;2;2;1;1;3;1;3;3;3;3;3;3;3;3;2;1;(1979,1989];Metropolitana;1;Chile;;;2;7;0;0;999;1;2;1;2;1;1;8.4;2;0.84;0.78;0.73;0.88;3;3;3;3
343992418;4956;29-03-2023;0d 0h:33m;1;1;1;UDEC;Microbiología y Parasitología;Europa y Asia central;;Agricultura, silvicultura, pesca y veterinaria;;;;;;Veterinaria;;;(2000,2009];2;(2000,2009];2;1;2;2003;España;10;;;5;4;5;5;5;3;5;4;4;4;5;5;5;5;4;4;2;3;5;2;;;;;;;;;1;10;1;1;1;2010;;Chile;Valparaíso;3;1;2;;1;;1;1;44;50;10;30;10;;3;5;5;5;2;5;4;5;5;5;4;5;3;5;5;4;4;4;3;5;2;4;4;4;4;3;4;4;4;4;4;4;4;3;1;3;1;3;3;1;2;999;Chile;Valparaíso;2;;3;2;5;80;;20;;;2;;;2;;;;;;;;;;;4;5;5;5;5;5;5;4;5;5;1;1;;2;2;2;2;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;1;2;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;1;;23;2;;4;5;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;4;1;4;1;1;1;1;1;1;1;1;1;2;1;1;3;1;3;3;3;3;3;3;1;3;1;6;(1979,1989];Aysén;1;Chile;;;2;7;2;999;1;999;1;1;1;1;1;6.8;2;0.86;0.87;0.89;0.96;3;3;3;3
343604474;8509;17-03-2023;0d 0h:27m;1;1;1;Universidad de Antofagasta;Facultad de ciencias del mar y recursos biológicos;Chile;Antofagasta;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2009,2020];1;1;1;2003;Chile;1;10;Beca institucional y CONICYT;4;3;3;1;3;1;3;1;1;1;2;2;3;2;2;2;3;3;1;2;;;;;;;;;1;6;2;;;;2;Chile;999;1;;1;3;;;1;2;30;10;20;40;30;;3;5;5;5;5;3;5;5;5;5;5;5;5;3;5;5;5;3;5;5;;4;4;4;4;4;4;4;4;4;4;4;4;4;1;5;2;4;2;1;1;2017;Chile;Antofagasta;3;1;2;2;22;30;20;30;;20;999;;;2;;;;;;;;;;;2;5;3;5;4;1;5;1;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;3;;;;;;;;;1;1;1;2;;;;;;;;;;;;;1;2;2;1;2;2;1;1;2;2;2;;21;2;;3;2;0;0;1;1;1;2;2;2;1;2;;1;1;2;2;2;2;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;3;2;3;3;2;2;2;2;1;1;(1979,1989];Ñuble;1;Chile;;;2;7;0;0;0;0;1;1;2;1;1;6.8;2;0.43;0.94;0.67;1;2;3;2;3
343947884;10622;27-03-2023;0d 0h:19m;1;1;1;Ubarcelona;Geografía;Europa y Asia central;;Ciencias naturales, matemáticas y estadística;;;;Medioambiente;;;;;(2000,2009];1;(2009,2020];2;2;2;1999;Chile;8;;;4;999;4;999;4;999;999;4;4;4;4;4;4;4;4;4;4;4;999;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2014;2018;México;;2;;2;1;40;5;5;4;3;4;1;4;3;4;4;1;1;;2;2;2;2;2;2;2;2;1;México;2014;2018;;1;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;1;1;2;2;1;2;1;1;;10;;;4;1;1;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;3;3;3;3;3;1;2;2;2;1;3;2;2;1;2;3;3;2;1;1;(1979,1989];Metropolitana;1;Chile;;;2;3;1;0;0;0;1;1;1;1;1;6.8;1;0.59;0.8;0.69;0;2;3;2;1
344174245;369;05-04-2023;0d 1h:49m;1;1;1;Universität Bremen;Fachbereich 2 - Biologue/Chemie;Europa y Asia central;;Ciencias naturales, matemáticas y estadística;;;;Medioambiente;;;;;(1989,1999];1;(2000,2009];2;2;2;1992;Chile;8;;;4;2;4;2;4;5;5;5;4;4;5;3;4;4;4;4;4;4;3;2;;;;;;;;;1;7;1;1;1;1985;;Chile;Magallanes;3;1;2;;1;;1;1;44;20;40;10;30;;3;4;2;4;2;2;3;3;3;4;4;4;3;4;3;4;4;4;4;4;2;4;4;4;4;3;4;4;4;4;4;4;4;4;1;2;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;4;3;3;4;1;4;1;5;5;1;1;;2;2;2;2;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;2;1;2;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;1;;10;2;;3;1;0;0;1;1;2;1;2;2;2;2;;2;2;1;2;2;2;2;;5;5;5;5;4;3;5;4;3;3;2;1;2;1;2;3;1;3;3;3;2;3;3;1;2;1;1;(1979,1989];Metropolitana;1;Chile;Italia;;2;1;1;1;0;0;1;1;1;1;1;6.8;2;0.78;0.68;0.64;0.98;3;2;2;3
343964781;4340;28-03-2023;0d 0h:35m;1;1;1;Universidad Autónoma de Madrid;Departamento de Biología;Europa y Asia central;;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(1,1000];1;(1,1000];1;1;2;1997;Chile;2;;;5;4;5;4;5;3;5;4;4;4;5;4;5;3;3;4;3;3;2;2;;;;;;;;;1;5;1;1;1;1989;;Chile;Antofagasta;3;1;2;;1;;1;1;44;;50;50;;;2;3;3;4;2;1;2;3;4;2;3;4;2;4;2;3;3;1;2;2;2;4;3;4;4;3;3;4;4;4;4;4;3;3;2;1;2;2;1;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;5;3;3;4;1;5;3;4;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;2;2;1;2;1;2;2;2;2;2;;;;;;;;;;;;;23;2;;4;3;;;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;3;5;4;5;5;1;2;2;2;1;2;2;2;2;1;1;2;1;1;1;(1979,1989];Ñuble;1;999;;;2;1;0;1;0;0;1;1;1;1;1;6.8;2;0.79;0.53;0.67;0.9;3;2;2;3
344234214;7706;10-04-2023;0d 0h:12m;1;1;1;PUC;Division de Enfermedades Cardiovasculares;Chile;Metropolitana;Salud y bienestar;;;;;;;Salud;;(2000,2009];1;(2009,2020];1;1;1;2000;Chile;4;;;5;4;5;3;3;3;5;4;4;4;4;4;5;4;4;4;5;5;3;2;;;;;;;;;1;9;1;1;2;2000;;Chile;Metropolitana;3;1;2;;2;;1;1;44;10;30;10;50;;2;4;3;5;3;3;3;4;5;4;4;5;3;4;3;5;4;5;4;3;2;4;3;4;4;3;2;2;3;3;4;4;4;3;2;3;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;4;3;4;3;2;3;4;2;3;2;1;;2;1;2;2;1;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;2;;12;2;;4;3;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;4;4;4;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;(1979,1989];Valparaíso;1;999;;;999;1;0;3;0;0;1;1;1;1;1;8.4;2;0.82;0.78;0.62;0.83;3;3;2;3
344298301;9935;12-04-2023;0d 0h:27m;1;1;1;Universidad Autónoma de Barcelona;Instituto de Ciencias y Tecnologías Ambientales;Europa y Asia central;;Ciencias naturales, matemáticas y estadística;;;;999;;;;;(2000,2009];1;(2009,2020];1;1;2;2007;España;1;2;;4;4;4;3;2;3;5;3;4;4;4;4;4;3;3;3;3;5;3;2;;;;;;;;;1;9;2;;;;1;Chile;Metropolitana;3;1;2;;1;;4;1;45;20;30;40;10;;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;4;3;4;1;1;2;3;3;3;3;3;3;3;1;3;1;4;3;2;;;;;;;;;;;;;;;;;;1;1;2014;2016;Chile;Metropolitana;3;1;3;1;45;3;4;3;5;4;1;4;3;5;5;1;1;;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;1;1;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;2;generación y compartir conocimiento;11;3;12;4;5;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;5;5;1;3;4;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1;2;1;1;(1979,1989];Metropolitana;1;Chile;;;2;1;0;2;1;0;1;1;1;1;1;6.8;2;0.72;1;0.69;0.69;3;3;2;2
343153022;6596;13-03-2023;5d 5h:39m;1;1;1;UCHILE;Depto Ingeniería Química y Biotecnología;Chile;Metropolitana;Ingeniería, industria y construcción;;;;;Fabricación y procesos;;;;(1,1000];1;(1,1000];1;1;1;1996;Chile;1;1;;5;4;5;3;4;3;5;3;5;4;5;4;5;4;3;4;3;5;4;2;;;;;;;;;1;15;1;1;1;2004;;Chile;Metropolitana;1;;1;3;;;1;1;45;30;;70;;;3;4;4;5;3;5;5;5;5;4;5;5;5;4;5;5;5;5;4;5;2;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;4;2;5;4;1;5;4;4;4;1;1;;1;1;2;2;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;3;;;;;;;;;1;1;1;1;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;2;generación de conocimiento, empleo y valor económico para el país;28;2;;2;1;1;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;1;4;5;4;5;3;1;2;1;2;2;1;3;2;2;2;2;1;1;2;1;1;(1979,1989];Metropolitana;1;Chile;;;2;1;1;0;0;0;1;1;1;1;1;6.8;2;0.82;0.93;0.65;1;3;3;2;3
343155268;3202;08-03-2023;0d 0h:13m;1;1;1;UNAB;Facultad de Cuencias de la Vida;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2009,2020];1;(2020,2021];1;1;1;2014;Chile;1;1;;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;;;;;;;;1;2;2;;;;2;Chile;Metropolitana;3;2;2;;1;;3;1;45;100;;;;;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;3;1;1;1;1;1;3;3;3;3;3;1;3;2;1;2;1;4;2;;;;;;;;;;;;;;;;;;1;2;2015;2018;Chile;Metropolitana;5;;3;1;45;5;5;5;5;5;5;5;5;5;5;5;1;;2;1;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;1;1;2;1;1;1;2;2;1;;10;2;;4;2;0;0;1;1;2;2;1;2;1;2;;1;2;2;1;2;2;2;;5;5;5;5;5;5;5;5;5;5;4;3;2;1;2;2;1;2;3;2;2;2;2;2;2;2;1;(1979,1989];Biobio;1;Chile;;;2;1;0;3;0;0;1;1;1;1;1;8.4;2;1;1;1;0.52;3;3;3;2
343155382;1826;08-03-2023;0d 0h:57m;1;1;1;USACH;metalurgia;Chile;Metropolitana;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];1;(2000,2009];1;1;2;1997;Chile;6;;;5;999;5;999;999;999;5;5;5;5;5;4;5;999;999;999;999;5;999;2;;;;;;;;;1;4;1;1;1;1983;;Chile;Metropolitana;3;1;2;;1;;1;1;24;40;60;;;;3;5;4;4;1;3;3;4;5;4;4;4;4;4;3;4;4;4;4;1;1;3;3;4;4;4;3;4;3;4;3;4;4;4;2;3;2;3;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;4;2;5;1;4;1;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;5;3;5;2;1;;;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;;5;5;4;4;3;3;2;1;3;5;1;1;1;1;2;1;1;1;3;2;2;2;2;2;1;1;1;(1979,1989];Metropolitana;1;Chile;;;2;1;0;2;0;0;2;1;2;1;1;6.8;2;0.52;0.73;0.69;0.9;2;3;2;3
343156770;12102;17-04-2023;40d 1h:51m;1;1;1;USACH;Departamento de Metalurgia;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias físicas;;;;;(2009,2020];1;(2009,2020];1;1;1;2009;Chile;1;8;;999;5;999;2;5;3;999;5;999;5;999;999;999;5;999;5;4;999;2;2;;;;;;;;;1;7;1;1;2;2019;;Chile;Metropolitana;3;2;2;;1;;1;1;45;50;40;10;;;3;5;5;4;3;3;3;5;4;5;4;5;5;5;5;5;5;4;5;3;2;3;3;4;3;4;4;3;4;3;3;3;4;4;2;4;1;4;3;2;;;;;;;;;;;;;;;;;;1;2;2016;2019;Chile;Metropolitana;3;1;3;1;45;4;5;5;3;4;1;4;4;4;4;1;1;;2;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;2;1;2;;;;;;;;;;;;;1;2;1;1;2;2;1;1;2;1;2;;10;3;1;4;1;0;0;1;1;2;1;1;2;1;2;FONDEQUIP;2;2;2;2;2;2;2;;5;5;5;5;5;5;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;(1979,1989];Metropolitana;1;Chile;;;2;1;2;0;0;0;1;1;1;1;1;6.8;2;0.43;0.87;0.71;0.87;2;3;3;3
343158873;12630;08-03-2023;0d 0h:49m;1;1;1;PUC;Departamento de Ciencias de la Computación;Chile;Metropolitana;Tecnologías de la información y la comunicación (TIC);;;;;;;;;(1,1000];1;(1,1000];2;1;1;1996;Argentina;3;;;2;2;3;1;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;;;;;;;;;1;8;1;1;1;2001;;Chile;Metropolitana;3;1;2;;1;;1;1;60;30;30;30;10;;3;5;3;5;2;3;4;5;5;4;4;5;4;4;4;5;4;5;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;3;4;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;4;4;4;2;1;3;2;4;5;1;1;;1;2;1;1;2;1;2;2;1;España;999;999;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;1;1;1;2;1;Estados Unidos;2;2;2;2;1;2;2;1;1;2;2;;;;;;;;;;;;;1;1;2;2;2;1;1;1;2;1;2;;10;2;;4;3;0;0;2;;;;;;;;;;;;;;;;;4;5;5;4;1;1;2;2;3;1;5;5;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;(1979,1989];Los Rios;1;Chile;;;2;3;2;1;0;1;2;1;2;1;1;6.8;2;0.52;0.81;0.58;1;2;3;2;3
343734673;106;23-03-2023;0d 0h:51m;1;1;1;Universidad Complutense de Madrid;Educación;Europa y Asia central;;Educación;;;;;;;;;(1989,1999];1;(2000,2009];1;1;2;1995;Chile;6;;;5;999;999;5;999;999;999;999;999;999;5;4;5;5;5;5;5;999;4;2;;;;;;;;;1;5;1;2;1;999;;Chile;Ñuble;3;1;2;;3;;1;1;44;10;60;10;10;10;3;4;2;2;1;3;1;4;5;4;3;5;2;5;4;1;3;1;3;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1;2;4;2;3;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;5;5;1;4;4;5;3;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;2;2;;2;2;;;1;1;2;2;2;2;2;2;Fondequip;2;2;2;2;2;2;2;;5;5;5;5;5;4;4;4;4;3;3;3;2;1;2;2;2;3;3;3;2;2;2;2;2;1;1;(1979,1989];Los Lagos;1;Argentina;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.51;0.57;0.8;0.33;2;2;3;2
