FOLIO;ID_FICTICIO;FECHA_TERMINO;DURACION;VER_1;VER_2;VER_3;EDU_1_1;EDU_1_2;EDU_1_4;EDU_1_5;EDU_2_1;EDU_2_3;EDU_2_4;EDU_2_5;EDU_2_6;EDU_2_8;EDU_2_9;EDU_2_10;EDU_2_11;EDU_6_1;EDU_6_2;EDU_7_1;EDU_7_2;EDU_8;EDU_10_1;EDU_10_4;EDU_10_5;EDU_11_1;EDU_11_3;EDU_11_3_10;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;ECR_1;ECR_4_1;ECR_4_2;ECR_4_3;ECR_4_4;ECR_4_5;ECR_4_6;ECR_4_7;ECR_5;EMP_1;EMP_2;EMP_3A_0;EMP_3A_1_1;EMP_3A_1_2;EMP_3A_2;EMP_3A_3;EMP_3A_4;EMP_3A_5;EMP_3A_8;EMP_3A_9;EMP_3A_32;EMP_3A_33;EMP_3A_34;EMP_3A_35;EMP_3A_44;EMP_3A_45;EMP_3A_46;EMP_3A_47_1;EMP_3A_47_2;EMP_3A_47_3;EMP_3A_47_4;EMP_3A_47_5;EMP_6_1;EMP_7_1;EMP_7_2;EMP_7_3;EMP_7_4;EMP_7_5;EMP_7_6;EMP_7_7;EMP_7_8;EMP_7_9;EMP_7_10;EMP_7_11;EMP_7_12;EMP_7_13;EMP_7_14;EMP_7_15;EMP_7_16;EMP_7_17;EMP_7_18;EMP_7_19;EMP_8_1;EMP_9_1;EMP_9_2;EMP_9_3;EMP_9_4;EMP_9_5;EMP_9_6;EMP_9_7;EMP_9_8;EMP_9_9;EMP_9_10;EMP_9_11;EMP_9_12;EMP_9_13;GEN_0;GEN_1;GEN_2_1;GEN_2_2_1;GEN_2_2_2;EMP_3B_1;EMP_3B_2;EMP_3B_3;EMP_3B_4;EMP_3B_5;EMP_3B_8;EMP_3B_9;EMP_3B_44;EMP_3B_45;EMP_3B_46;EMP_3B_47_1;EMP_3B_47_2;EMP_3B_47_3;EMP_3B_47_4;EMP_3B_47_5;EMP_3B_48;EMP_3C_0;EMP_3C_1;EMP_10A_1;EMP_10B_0;EMP_10B_1;EMP_10B_2;EMP_10B_4;EMP_10B_5;EMP_10B_8;EMP_10B_9;EMP_10B_44;EMP_10B_45;EMP_10B_46;EMP_11_1;EMP_11_2;EMP_11_3;EMP_11_4;EMP_11_5;EMP_11_6;EMP_11_7;EMP_11_8;EMP_11_9;EMP_11_10;EMP_11_11;GEN_5_1;GEN_5_1_0;GEN_3_1_1;GEN_3_1_2;GEN_3_1_3;GEN_3_1_4;GEN_3_1_5;GEN_3_1_6;GEN_3_1_7;GEN_3_1_8;MOB_1A_1;MOB_1B_1;MOB_1B_2;MOB_1B_3;MOB_1B_6_1;MOB_1B_6_2;MOB_1B_6_3;MOB_1B_6_4;MOB_1B_6_5;MOB_1B_6_6;MOB_1B_6_7;MOB_1B_6_8;MOB_1B_6_9;MOB_1C_1;MOB_1C_2;MOB_1C_3;MOB_1C_6_1;MOB_1C_6_2;MOB_1C_6_3;MOB_1C_6_4;MOB_1C_6_5;MOB_1C_6_6;MOB_1C_6_7;MOB_1C_6_8;MOB_1C_6_9;MOB_4A_1;MOB_4A_2;MOB_4A_3;MOB_4A_4;MOB_5_1;MOB_6;MOB_7_1;MOB_7_2;MOB_7_3;MOB_7_4;MOB_7_5;MOB_7_6;MOB_7_7;CAR_1_1;CAR_1_2;CAR_1_3;CAR_1_4;CAR_3_1;CAR_3_2;CAR_3_3;CAR_3_4;CAR_3_5;CAR_3_6;CAR_3_7;CAR_3_8;CAR_3_9;CAR_3_10;CAR_3_11;CAR_5_1;CAR_6_1;CAR_6_2;CAR_6_3;CAR_6_4;CAR_6_5;CAR_6_6;CAR_6_7;CAR_6_8;CAR_6_9;CAR_6_10;CAR_6_11;CAR_6_12;CAR_7_1;CAR_8_1;CAR_8_2;CAR_9_1;CAR_10_1;CAR_13_1;CAR_14_1;CAR_15_1;CAR_16_1_1;CAR_16_1_2;CAR_16_1_3;CAR_16_1_4;CAR_16_1_5;CAR_16_1_6;CAR_16_1_7;CAR_16_1_8;CAR_17_1_1;CAR_17_1_2;CAR_17_1_3;CAR_17_1_4;CAR_17_1_5;CAR_17_1_6;CAR_17_1_7;CAR_17_1_8;CAR_18_1_1;CAR_18_1_2;CAR_18_1_3;CAR_18_1_4;CAR_18_1_5;CAR_18_1_6;CAR_19_1_1;CAR_19_1_2;CAR_19_1_3;CAR_19_1_4;CAR_19_1_5;CAR_19_1_6;CVD_1_1;CVD_2_1;CVD_2_2;CVD_3_1_1;CVD_3_1_2;CVD_3_1_3;CVD_3_1_4;CVD_3_1_5;CVD_3_1_6;CVD_3_1_7;CVD_3_1_8;CVD_3_1_9;CVD_3_1_10;PER_1_1;PER_1_2;PER_2_1;PER_3_2;PER_4_1;PER_5A_1;PER_5A_2;PER_5A_3;PER_5B_1;PER_6_1;PER_7_1;PER_7_2;PER_7_3;PER_7_4;PER_8_1;PER_8_2;PER_8_3;PER_8_4;PER_8_5;FACT;IMP_DATOS;ÍNDCONOCIMIENTOSDOCTORADO;ÍNDCONOCIMIENTOSEMPLEO;ÍNDDOCTORADO;ÍNDEMPLEOSATISFACCIÓN;ConDocCategorica;ConEmpleoCategorica;AfirDocCategorica;SatEmpleoCategórica
343541029;18060;16-03-2023;1d 2h:21m;1;1;1;UCHILE;Departamento de Historia;Chile;Metropolitana;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2009,2020];1;1;2;1998;Chile;1;8;;5;5;5;999;999;5;5;5;5;4;5;5;5;5;5;5;4;5;999;2;;;;;;;;;1;9;1;1;1;2019;;Chile;Arica y Parinacota;3;1;2;;6;;1;1;44;80;10;10;;;3;5;5;5;2;3;4;5;5;5;5;5;5;5;5;5;5;5;5;3;2;4;4;4;4;4;4;4;4;4;4;4;4;3;2;1;1;3;2;1;2;2000;Chile;Valparaíso;3;1;3;2;5;80;10;;10;;1;2;2015;1;1;2015;2019;Chile;Valparaíso;3;1;2;2;999;5;5;5;5;5;1;4;1;5;5;2;1;;2;2;2;2;2;2;2;2;1;Perú;999;999;2;2;2;2;2;1;2;2;2;;;;;;;;;;;;;1;1;1;2;1;España;2;2;2;1;1;2;2;1;1;2;1;;;;;;;;;;;;;2;1;1;1;2;1;2;1;2;1;1;;25;2;;4;5;0;2;2;;;;;;;;;;;;;;;;;3;5;5;4;3;3;3;3;4;1;3;3;2;2;2;2;2;3;2;3;2;2;1;1;3;1;1;(1979,1989];Arica y Parinacota;1;Italia;;;2;5;999;2;999;999;2;1;1;1;1;6.8;2;0.82;0.92;0.78;0.98;3;3;3;3
343549465;5740;15-03-2023;0d 0h:34m;1;1;1;UNAB;Instituto de Ciencias;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2009,2020];1;1;1;2003;Chile;3;;;4;4;4;4;999;999;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;;;;;;;;1;3;1;1;1;2005;;Chile;Metropolitana;3;2;2;;0;;1;1;45;70;20;10;;;3;5;5;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;;3;4;4;3;4;3;4;3;4;3;3;3;4;2;3;2;3;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;2;4;3;4;1;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;3;;;;;;;;;1;;1;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;1;;18;2;;4;1;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;3;3;4;4;4;4;4;4;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;(1979,1989];Valparaíso;1;Chile;España;;2;1;3;999;999;999;1;1;1;1;1;6.8;2;0.72;0.96;0.71;0.87;3;3;3;3
343575907;372;16-03-2023;0d 5h:53m;1;1;1;Université Catholique de Louvain;Fac. De Ciencias. Dpto. Geografía.;Europa y Asia central;;Ciencias sociales, periodismo e información;;Ciencias sociales y ciencias del comportamiento;;;;;;;(1,1000];1;(1,1000];1;1;2;1985;Bélgica;2;;;4;4;5;2;4;4;4;4;4;4;5;3;4;4;5;4;5;5;4;2;;;;;;;;;1;7;1;1;1;2014;;Chile;Metropolitana;2;;2;;4;;1;1;45;30;20;50;;;3;4;3;4;1;3;5;5;5;4;3;4;3;4;4;5;4;2;4;2;;3;3;3;2;2;2;3;3;2;3;3;3;2;2;4;2;3;2;1;1;1993;Chile;Metropolitana;3;1;2;2;12;20;80;;;;1;2;1997;2;;;;;;;;;;;4;4;3;4;4;1;3;2;3;4;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;Complementar ingresos.;30;3;60;1;1;0;0;2;;;;;;;;;;;;;;;;;4;4;5;5;5;4;3;5;4;1;1;1;1;1;2;2;1;1;1;2;;1;1;2;1;2;1;(1979,1989];Biobio;1;Chile;;;2;3;0;1;1;0;1;1;1;1;1;8.4;2;0.82;0.73;0.6;0.65;3;3;2;2
343576505;13428;16-03-2023;0d 0h:37m;1;1;1;PUC;Facultad de Letras;Chile;Metropolitana;Artes y humanidades;Humanidades;;;;;;;;(2009,2020];1;(2009,2020];2;2;2;2011;Chile;1;1;;999;3;999;1;3;3;4;5;999;5;999;3;999;5;3;3;1;5;1;2;;;;;;;;;1;9;1;1;2;1988;;Chile;Metropolitana;3;999;2;;1;;1;1;45;70;20;10;;;3;5;4;5;1;3;4;5;5;5;5;5;4;5;4;5;5;5;4;4;2;3;2;3;1;3;4;4;4;4;4;3;3;3;2;3;2;2;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;2;5;1;4;5;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;España;1;2;2;2;2;1;2;1;1;;;;;;;;;;;;;;;1;2;2;1;2;2;1;2;2;1;2;;36;2;;4;1;2;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;3;3;4;4;4;4;4;4;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;(1979,1989];Valparaíso;1;Chile;España;;2;1;3;999;999;999;1;1;1;1;1;6.8;2;0.47;0.87;0.76;0.79;2;3;3;3
343586729;7730;16-03-2023;0d 0h:46m;1;1;1;Ubarcelona;Centro Superior de Ciencias e Investigación (CSCI);Europa y Asia central;;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2000,2009];1;1;1;2009;Chile;2;;;5;3;5;2;2;1;4;5;3;2;4;3;4;3;3;3;3;3;1;2;;;;;;;;;1;4;2;;;;1;Chile;Metropolitana;1;;2;;1;;1;1;45;80;;10;;10;2;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;2;5;5;2;3;3;2;2;3;4;4;4;4;4;3;4;4;1;999;2;4;2;1;999;999;999;;999;;999;999;999;;;;;;999;;;1;1;2019;2020;999;;999;;999;999;999;999;999;999;999;999;999;999;999;999;999;999;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;1;España;2;2;2;1;2;1;2;1;1;;;;;;;;;;;;;;;1;2;2;1;2;2;1;1;2;1;1;;999;;;4;5;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;5;5;5;5;5;4;3;3;2;2;2;2;2;2;2;3;2;1;2;2;2;1;1;(1979,1989];;2;Perú;Chile;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.62;0.96;0;0.85;2;3;1;3
343944757;9390;27-03-2023;0d 0h:28m;1;1;1;University of Western Australia;School of Animal Biology;Asia oriental y el Pacífico;;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2009,2020];1;(2009,2020];1;1;2;2011;Chile;1;2;;5;4;5;2;4;4;4;3;4;5;5;5;5;4;5;5;4;3;2;2;;;;;;;;;1;2;2;;;;999;Chile;Metropolitana;1;;1;2;;;4;1;45;30;;30;30;10;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;2;1;3;3;4;4;4;4;4;3;4;4;3;3;1;999;2;4;3;2;;;;;;;;;;;;;;;;;;1;1;2011;2015;Australia;;3;1;2;2;10;2;4;2;4;3;2;4;5;3;4;1;1;;2;2;2;2;2;2;2;2;1;Australia;2010;2016;1;1;2;2;1;2;1;1;2;;;;;;;;;;;;;2;1;1;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;1;2;2;1;1;2;2;1;;7;3;12;2;3;0;0;2;;;;;;;;;;;;;;;;;5;5;5;4;5;4;3;5;5;3;3;2;1;1;2;3;1;1;2;2;2;1;1;3;1;1;1;(1979,1989];Tarapacá;1;Chile;;;2;1;999;2;999;999;2;1;1;1;1;6.8;2;0.82;0.96;0.62;0.85;3;3;2;3
343949065;1762;27-03-2023;0d 0h:52m;1;1;1;Oregon State University;Bioresources Engineering;América del norte;;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];1;(2000,2009];2;1;2;1991;Estados Unidos;6;;;5;5;5;999;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;;;;;;;;1;9;1;1;1;1997;;Chile;Valparaíso;3;1;2;;1;;1;1;45;40;30;30;;;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;1;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;5;5;2;1;1;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;1;1;2;1;1;2;1;2;;17;2;;4;5;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;3;3;4;4;4;4;4;4;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;(1979,1989];Valparaíso;1;Chile;España;;2;1;3;999;999;999;1;1;1;1;1;6.8;2;0.95;0.99;0.73;1;3;3;3;3
343971189;9301;28-03-2023;0d 0h:48m;1;1;1;El Colegio de México;Centro de Estudios de Asia y África;América Latina y el Caribe;;Educación;;;;;;;;;(2009,2020];1;(2009,2020];1;1;2;2009;México;1;2;;5;5;5;4;2;3;4;4;5;5;999;999;4;999;5;4;3;5;3;1;Humanidades;;;;;;Religión, ética y filosofía;3;1;6;1;1;2;2010;;Chile;Metropolitana;3;1;2;;1;;2;1;44;50;30;20;;;3;5;5;5;2;4;3;5;5;5;5;5;5;5;5;5;4;4;4;3;;3;3;2;4;2;3;4;4;4;4;3;4;4;2;4;1;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;5;4;4;3;2;4;2;5;5;2;1;;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;1;2;2;1;1;2;2;1;;12;3;18;4;2;0;1;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;3;2;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;(1979,1989];Metropolitana;1;Chile;España;;2;2;0;0;0;0;1;1;2;1;1;6.8;2;0.69;0.88;0.71;0.85;2;3;3;3
343979015;7964;28-03-2023;0d 0h:29m;1;1;1;Universidad de Santander;Administración;Chile;Antofagasta;Administración de empresas y derecho;;;Negocios y administración;;;;;;(2000,2009];1;(2009,2020];2;2;2;1998;Chile;2;;;5;5;3;5;4;999;5;4;5;999;5;2;4;3;3;4;5;5;4;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;3;5;4;3;3;5;1;4;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;2;;9;2;;3;1;0;0;2;;;;;;;;;;;;;;;;;4;5;5;4;3;3;1;1;1;1;1;1;2;2;1;2;1;2;2;3;2;3;3;3;2;1;1;(1979,1989];Metropolitana;1;Chile;España;;2;4;1;1;0;2;1;1;1;1;1;6.8;1;0.75;0.65;0.69;0.77;3;2;2;3
344193031;2963;05-04-2023;0d 0h:29m;1;1;1;Universidad de Santander;Administración;América Latina y el Caribe;;Ciencias naturales, matemáticas y estadística;;;;Matemática y estadística;;;;;(2009,2020];2;(2009,2020];1;2;2;1998;Chile;6;;;5;3;4;3;4;5;3;2;3;5;4;2;4;3;5;4;3;5;4;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2020;2021;Italia;;3;1;2;2;15;4;4;4;4;4;4;4;4;4;4;4;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;;5;2;;4;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;1;1;2;1;1;3;3;3;3;1;1;1;1;2;999;(1979,1989];Tarapacá;1;999;;;2;1;2;0;2;0;1;1;1;1;1;8.4;2;0.75;0.8;0.8;0.75;3;3;3;3
344193082;6624;05-04-2023;0d 0h:47m;1;1;1;Universidad Central;Medicina;Chile;Metropolitana;Tecnologías de la información y la comunicación (TIC);;;;;;;;;(2009,2020];2;(2009,2020];1;1;2;2001;Chile;4;;;5;2;3;2;4;4;3;5;3;4;3;5;4;1;4;2;5;4;2;999;999;999;999;999;999;999;999;999;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2014;2016;Chile;Metropolitana;2;;3;1;45;5;5;4;5;5;1;2;4;2;4;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;2;2;2;2;2;1;2;2;2;2;2;;;;;;;;;;;;;28;2;;4;1;;;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;2;4;3;1;1;4;1;2;2;3;1;2;3;3;3;2;2;2;1;1;1;(1979,1989];La Araucanía;1;Chile;;;2;7;0;0;0;0;1;1;1;1;1;6.8;2;0.68;0.81;0.71;0.87;2;3;3;3
344202353;4730;06-04-2023;0d 0h:32m;1;1;1;PUCV;Instituto de Literatura y Ciencias del Lenguaje;Chile;Valparaíso;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2000,2009];1;1;1;1992;Chile;1;1;;4;5;5;999;5;5;5;5;4;5;5;4;5;5;4;5;4;3;999;2;;;;;;;;;1;7;1;1;1;2008;;Chile;Valparaíso;3;1;2;;3;;1;1;44;10;40;50;;;3;4;2;5;1;3;5;5;5;5;5;5;4;3;3;5;5;3;2;2;2;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;1;3;1;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;2;4;1;4;2;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;2;1;2;2;2;1;2;2;2;2;2;;;;;;;;;;;;;10;2;;4;1;;;1;2;1;2;2;2;2;1;;2;1;2;2;2;2;1;;5;5;5;5;4;4;4;4;4;4;4;4;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;(1979,1989];Metropolitana;1;Chile;;;2;1;0;2;0;0;1;1;1;1;1;6.8;2;0.82;0.76;0.69;0.98;3;3;2;3
344205662;5973;06-04-2023;0d 0h:16m;1;1;1;UDEC;Departamento de Ingeniería Metalúrgica;Chile;Biobio;Ingeniería, industria y construcción;;;;;Fabricación y procesos;;;;(2000,2009];1;(2009,2020];2;1;1;1996;Chile;3;;;5;3;5;3;5;4;5;5;5;5;5;3;5;5;5;5;3;4;4;2;;;;;;;;;1;7;1;1;1;2001;;Chile;Biobio;3;1;2;;1;;1;1;44;45;35;10;10;;3;5;5;5;2;5;2;5;5;5;4;5;5;5;5;5;5;3;4;5;2;3;4;4;4;4;4;4;4;4;4;4;4;4;1;1;2;4;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;5;3;4;2;1;3;3;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;2;;22;2;;4;1;0;1;2;;;;;;;;;;;;;;;;;4;4;4;4;3;3;3;4;4;4;4;4;2;2;2;2;3;3;3;3;3;3;2;3;3;1;6;(1979,1989];Biobio;1;999;;;2;7;0;0;0;0;1;1;1;1;1;6.8;2;0.88;0.89;0.64;0.98;3;3;2;3
344207178;9463;06-04-2023;0d 0h:27m;1;1;1;UNAB;Fundacion Ciencia y Vida;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2000,2009];1;(2009,2020];2;1;1;2006;Chile;1;1;;5;4;5;3;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;2;;;;;;;;;1;9;1;1;1;2019;;Chile;Metropolitana;3;2;2;;2;;1;1;45;80;10;10;;;3;5;5;5;3;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;1;3;3;2;;;;;;;;;;;;;;;;;;1;1;2015;2019;Chile;Metropolitana;3;2;1;1;44;5;5;5;3;4;1;4;3;4;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;999;999;999;999;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;2;2;2;2;2;2;1;1;2;1;2;;8;2;;4;1;0;0;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;;5;5;5;5;5;5;4;4;4;3;2;2;2;1;2;2;1;2;2;2;2;1;1;1;2;2;1;(1979,1989];Antofagasta;1;Chile;;;2;1;1;1;0;0;1;2;1;1;1;8.4;2;0.94;0.96;0.73;1;3;3;3;3
344301427;6601;12-04-2023;0d 0h:24m;1;1;1;PUC;facultad de educación;Chile;Metropolitana;Educación;;;;;;;;;(2000,2009];1;(2009,2020];1;1;2;2010;Chile;1;1;;5;4;5;999;5;999;4;4;5;4;5;3;5;5;5;4;3;3;999;2;;;;;;;;;1;7;1;1;1;2015;;Chile;Metropolitana;3;1;2;;3;;1;1;44;40;40;10;10;;3;5;5;5;3;5;4;5;5;5;5;5;5;5;5;5;5;4;4;3;;3;3;3;2;3;3;3;4;3;4;4;3;2;2;5;2;4;3;2;;;;;;;;;;;;;;;;;;1;1;2010;2015;Chile;Metropolitana;4;;1;2;33;4;5;4;2;4;2;4;2;5;5;1;1;;2;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;2;1;2;;;;;;;;;;;;;1;1;2;1;2;1;1;2;2;1;1;;8;3;24;3;1;0;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;5;5;5;5;5;5;3;5;4;3;3;3;2;2;1;2;1;2;2;2;2;2;2;2;1;2;1;(1979,1989];Metropolitana;1;Chile;;;2;2;0;1;1;0;2;1;2;1;1;8.4;2;0.73;0.93;0.69;0.77;3;3;2;3
343155998;11915;08-03-2023;0d 0h:37m;1;1;1;University of Edinburgh;Philosophy, Psychology, and Language Sciences;Europa y Asia central;;Artes y humanidades;Humanidades;;;;;;;;(2009,2020];2;(2009,2020];2;1;2;2013;Chile;1;2;;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;Humanidades;;;;;;Religión, ética y filosofía;2;1;9;1;1;1;2002;;Chile;Metropolitana;3;1;2;;1;;1;1;50;45;25;20;10;;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;3;4;4;4;4;4;4;4;4;4;4;4;4;1;3;1;4;3;1;2;1995;Chile;Metropolitana;1;;3;2;5;;;;100;;2;;;2;;;;;;;;;;;4;4;4;3;4;1;4;1;4;4;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;1;2;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;1;2;;20;2;;4;5;1;0;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;2;;3;3;3;3;4;5;5;5;5;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;999;(1979,1989];Valparaíso;1;Chile;;;2;1;1;0;0;0;1;2;1;1;1;6.8;2;1;0.99;0.62;0.98;3;3;2;3
343158727;16121;16-03-2023;8d 1h:3m;1;1;1;EIB;EIB;Chile;Valparaíso;Ingeniería, industria y construcción;;;;;Ingeniería y profesiones afines;;;;(2000,2009];1;(2000,2009];999;1;1;2002;Chile;1;8;;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;1;Ingeniería y tecnología;;Biotecnología industrial;;;;;3;1;5;1;1;1;2014;;Chile;Valparaíso;3;1;2;;1;;1;1;45;30;40;30;;;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;4;4;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;1;5;1;5;1;5;5;5;1;;2;2;2;2;2;2;2;2;1;999;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;2;1;2;;;;;;;;;;;;;1;2;2;1;2;2;1;2;2;2;2;;4;3;1;3;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;1;3;5;1;3;3;2;2;1;2;1;2;2;2;2;1;1;1;1;2;1;(1979,1989];Metropolitana;1;999;;;2;7;1;1;999;999;1;999;1;1;1;8.4;2;0.96;1;0.78;1;3;3;3;3
